CPU,Cores,Clock,Process,L3 Cache,TDP
Athlon 64 X2 4800+,2 ,2.5 GHz,65 nm,N/A,65 W
Athlon 64 X2 4800+,2 ,2.4 GHz,90 nm,N/A,110 W
Athlon 64 X2 4800+ EE,2 ,2.4 GHz,90 nm,N/A,65 W
Athlon 64 X2 5000+,2 ,2.6 GHz,65 nm,N/A,65 W
Athlon 64 X2 5000+,2 ,2.6 GHz,90 nm,N/A,89 W
Athlon 64 X2 5000+ EE,2 ,2.6 GHz,90 nm,N/A,65 W
Athlon 64 X2 5200+,2 ,2.6 GHz,90 nm,N/A,89 W
Athlon 64 X2 5200+ EE,2 ,2.6 GHz,90 nm,N/A,65 W
Athlon 64 X2 5400+,2 ,2.8 GHz,90 nm,N/A,89 W
Athlon 64 X2 5600+,2 ,2.8 GHz,90 nm,N/A,89 W
Opteron 856,1 ,3 GHz,90 nm,N/A,92 W
Opteron X2 185,2 ,2.6 GHz,90 nm,N/A,110 W
Opteron X2 275 HE,2 ,2.2 GHz,90 nm,N/A,55 W
Opteron X2 285,2 ,2.6 GHz,90 nm,N/A,95 W
Opteron X2 290,2 ,2.8 GHz,90 nm,N/A,95 W
Opteron X2 875 HE,2 ,2.2 GHz,90 nm,N/A,55 W
Opteron X2 885,2 ,2.6 GHz,90 nm,N/A,95 W
Opteron X2 890,2 ,2.8 GHz,90 nm,N/A,95 W
Sempron 2800+,1 ,1600 MHz,90 nm,N/A,62 W
Sempron 3000+,1 ,1600 MHz,90 nm,N/A,62 W
Sempron 3000+ EE SFF,1 ,1600 MHz,90 nm,N/A,35 W
Sempron 3200+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3200+ EE SFF,1 ,1800 MHz,90 nm,N/A,35 W
Sempron 3400+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3400+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3400+,1 ,2000 MHz,90 nm,N/A,25 W
Sempron 3400+ EE SFF,1 ,1800 MHz,90 nm,N/A,35 W
Sempron 3500+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3500+ EE SFF,1 ,2000 MHz,90 nm,N/A,35 W
Sempron 3600+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3600+,1 ,2.2 GHz,90 nm,N/A,62 W
Sempron 3800+,1 ,2.2 GHz,90 nm,N/A,62 W
Turion 64 ML-44,1 ,2.4 GHz,90 nm,N/A,35 W
Turion X2 RM-70,2 ,2000 MHz,65 nm,N/A,31 W
Athlon 64 1500+,1 ,1000 MHz,90 nm,N/A,9 W
Athlon 64 3000+,1 ,1800 MHz,130 nm,N/A,62 W
Athlon 64 3000+,1 ,1800 MHz,90 nm,N/A,67 W
Athlon 64 3200+,1 ,2000 MHz,90 nm,N/A,67 W
Athlon 64 3200+,1 ,2000 MHz,130 nm,N/A,83 W
Athlon 64 3200+,1 ,2000 MHz,130 nm,N/A,62 W
Athlon 64 3200+,1 ,2000 MHz,90 nm,N/A,67 W
Athlon 64 3400+,1 ,2.2 GHz,130 nm,N/A,83 W
Athlon 64 3500+,1 ,2.2 GHz,90 nm,N/A,67 W
Athlon 64 3500+,1 ,2.2 GHz,90 nm,N/A,67 W
Athlon 64 3700+,1 ,2.4 GHz,130 nm,N/A,83 W
Athlon 64 3700+,1 ,2.2 GHz,90 nm,N/A,89 W
Athlon 64 3800+,1 ,2.4 GHz,90 nm,N/A,89 W
Athlon 64 4000+,1 ,2.6 GHz,130 nm,N/A,62 W
Athlon 64 FX-57,1 ,2.8 GHz,90 nm,N/A,104 W
Athlon 64 X2 3800+,2 ,2000 MHz,90 nm,N/A,89 W
Athlon 64 X2 3800+,2 ,2000 MHz,90 nm,N/A,89 W
Mobile Athlon 64 2700+,1 ,1600 MHz,130 nm,N/A,35 W
Mobile Athlon 64 2700+,1 ,1600 MHz,130 nm,N/A,35 W
Mobile Athlon 64 3400+,1 ,2.2 GHz,130 nm,N/A,62 W
Mobile Athlon 64 3400+,1 ,2.2 GHz,130 nm,N/A,82 W
Mobile Athlon 64 3700+,1 ,2.4 GHz,130 nm,N/A,82 W
Opteron 144,1 ,1800 MHz,90 nm,N/A,67 W
Opteron 144,1 ,1800 MHz,90 nm,N/A,67 W
Opteron 146,1 ,2000 MHz,90 nm,N/A,67 W
Opteron 146,1 ,2000 MHz,90 nm,N/A,67 W
Opteron 146,1 ,2000 MHz,90 nm,N/A,67 W
Opteron 148,1 ,2.2 GHz,90 nm,N/A,85 W
Opteron 148,1 ,2.2 GHz,90 nm,N/A,85 W
Opteron 150,1 ,2.4 GHz,90 nm,N/A,85 W
Opteron 150,1 ,2.4 GHz,90 nm,N/A,85 W
Opteron 152,1 ,2.6 GHz,90 nm,N/A,104 W
Opteron 152,1 ,2.6 GHz,90 nm,N/A,104 W
Opteron 154,1 ,2.8 GHz,90 nm,N/A,104 W
Opteron 156,1 ,3 GHz,90 nm,N/A,104 W
Opteron 246 HE,1 ,2000 MHz,90 nm,N/A,55 W
Opteron 248 HE,1 ,2.2 GHz,90 nm,N/A,55 W
Opteron 250 HE,1 ,2.4 GHz,90 nm,N/A,55 W
Opteron 252,1 ,2.6 GHz,90 nm,N/A,92 W
Opteron 254,1 ,2.8 GHz,90 nm,N/A,92 W
Opteron 846 HE,1 ,2000 MHz,90 nm,N/A,55 W
Opteron 848 HE,1 ,2.2 GHz,90 nm,N/A,55 W
Opteron 850 HE,1 ,2.4 GHz,90 nm,N/A,55 W
Opteron 852,1 ,2.6 GHz,90 nm,N/A,92 W
Opteron 854,1 ,2.8 GHz,90 nm,N/A,92 W
Opteron X2 165,2 ,1800 MHz,90 nm,N/A,110 W
Opteron X2 170,2 ,2000 MHz,90 nm,N/A,110 W
Opteron X2 175,2 ,2.2 GHz,90 nm,N/A,110 W
Opteron X2 180,2 ,2.4 GHz,90 nm,N/A,110 W
Opteron X2 260 HE,2 ,1600 MHz,90 nm,N/A,55 W
Opteron X2 265,2 ,1800 MHz,90 nm,N/A,95 W
Opteron X2 265 HE,2 ,1800 MHz,90 nm,N/A,55 W
Opteron X2 270,2 ,2000 MHz,90 nm,N/A,95 W
Opteron X2 270 HE,2 ,2000 MHz,90 nm,N/A,55 W
Opteron X2 275,2 ,2.2 GHz,90 nm,N/A,95 W
Opteron X2 280,2 ,2.4 GHz,90 nm,N/A,95 W
Opteron X2 860 HE,2 ,1600 MHz,90 nm,N/A,55 W
Opteron X2 865,2 ,1800 MHz,90 nm,N/A,95 W
Opteron X2 865 HE,2 ,1800 MHz,90 nm,N/A,55 W
Opteron X2 870,2 ,2000 MHz,90 nm,N/A,95 W
Opteron X2 870 HE,2 ,2000 MHz,90 nm,N/A,55 W
Opteron X2 875,2 ,2.2 GHz,90 nm,N/A,95 W
Opteron X2 880,2 ,2.4 GHz,90 nm,N/A,95 W
Sempron 2500+,1 ,1400 MHz,90 nm,N/A,62 W
Sempron 2800+,1 ,1600 MHz,90 nm,N/A,25 W
Sempron 3000+,1 ,1800 MHz,130 nm,N/A,62 W
Sempron 3000+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3000+,1 ,1800 MHz,90 nm,N/A,25 W
Sempron 3000+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3000+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3100+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3100+,1 ,1800 MHz,90 nm,N/A,25 W
Sempron 3100+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3100+,1 ,1800 MHz,90 nm,N/A,25 W
Sempron 3100+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3200+,1 ,1800 MHz,90 nm,N/A,62 W
Sempron 3300+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3300+,1 ,2000 MHz,90 nm,N/A,25 W
Sempron 3300+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3300+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3400+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3400+,1 ,2000 MHz,90 nm,N/A,62 W
Sempron 3500+,1 ,2000 MHz,90 nm,N/A,62 W
Turion 64 ML-28,1 ,1600 MHz,90 nm,N/A,32 W
Turion 64 ML-30,1 ,1600 MHz,90 nm,N/A,35 W
Turion 64 ML-32,1 ,1800 MHz,90 nm,N/A,35 W
Turion 64 ML-34,1 ,1800 MHz,90 nm,N/A,35 W
Turion 64 ML-37,1 ,2000 MHz,90 nm,N/A,35 W
Turion 64 ML-40,1 ,2.2 GHz,90 nm,N/A,35 W
Turion 64 ML-42,1 ,2.4 GHz,90 nm,N/A,35 W
Turion 64 MT-28,1 ,1600 MHz,90 nm,N/A,22 W
Turion 64 MT-30,1 ,1600 MHz,90 nm,N/A,22 W
Turion 64 MT-32,1 ,1800 MHz,90 nm,N/A,25 W
Turion 64 MT-34,1 ,1800 MHz,90 nm,N/A,25 W
Turion 64 MT-37,1 ,2000 MHz,90 nm,N/A,25 W
Turion 64 MT-40,1 ,2.2 GHz,90 nm,N/A,25 W
A100,1 ,600 MHz,90 nm,N/A,3 W
A110,1 ,800 MHz,90 nm,N/A,3 W
Celeron 220,1 ,1200 MHz,65 nm,N/A,19 W
Celeron 420,1 ,1600 MHz,65 nm,N/A,35 W
Celeron 430,1 ,1800 MHz,65 nm,N/A,35 W
Celeron 440,1 ,2000 MHz,65 nm,N/A,35 W
Core 2 Duo E4400,2 ,2000 MHz,65 nm,N/A,65 W
Core 2 Duo E4500,2 ,2.2 GHz,65 nm,N/A,65 W
Core 2 Duo E4600,2 ,2.4 GHz,65 nm,N/A,65 W
Core 2 Duo E6320,2 ,1860 MHz,65 nm,N/A,65 W
Core 2 Duo E6420,2 ,2.133 GHz,65 nm,N/A,65 W
Core 2 Duo E6550,2 ,2.333 GHz,65 nm,N/A,65 W
Core 2 Duo E6750,2 ,2.667 GHz,65 nm,N/A,65 W
Core 2 Duo E6850,2 ,3 GHz,65 nm,N/A,75 W
Core 2 Duo T7100,2 ,1800 MHz,65 nm,N/A,35 W
Core 2 Duo T7250,2 ,2000 MHz,65 nm,N/A,35 W
Core 2 Duo T7500,2 ,2.2 GHz,65 nm,N/A,35 W
Core 2 Duo T7700,2 ,2.4 GHz,65 nm,N/A,35 W
Core 2 Duo T7800,2 ,2.6 GHz,65 nm,N/A,35 W
Core 2 Duo U7500,2 ,1073 MHz,65 nm,N/A,10 W
Core 2 Duo U7600,2 ,1200 MHz,65 nm,N/A,10 W
Core 2 Duo U7600,2 ,1200 MHz,65 nm,N/A,10 W
Core 2 Duo U7700,2 ,1333 MHz,65 nm,N/A,10 W
Core 2 Extreme QX6800,4 ,2.933 GHz,65 nm,N/A,130 W
Core 2 Extreme QX6850,4 ,3 GHz,65 nm,N/A,130 W
Core 2 Extreme QX9650,4 ,3 GHz,45 nm,N/A,130 W
Core 2 Extreme X7900,2 ,2.8 GHz,65 nm,N/A,44 W
Core 2 Quad Q6600 (105W),4 ,2.4 GHz,65 nm,N/A,105 W
Core 2 Quad Q6600 (95W),4 ,2.4 GHz,65 nm,N/A,95 W
Core 2 Quad Q6700,4 ,2.666 GHz,65 nm,N/A,95 W
Core 2 Solo ULV U2100,1 ,1067 MHz,65 nm,N/A,5 W
Core 2 Solo ULV U2200,1 ,1200 MHz,65 nm,N/A,5 W
Pentium D 935,2 ,3.2 GHz,65 nm,N/A,95 W
Pentium Dual-Core E2140,2 ,1600 MHz,65 nm,N/A,65 W
Pentium Dual-Core E2160,2 ,1800 MHz,65 nm,N/A,65 W
Pentium Dual-Core E2180,2 ,2000 MHz,65 nm,N/A,65 W
Pentium Dual-Core E2200,2 ,2.2 GHz,65 nm,N/A,65 W
Atom 230,1  / 2,1600 MHz,45 nm,N/A,4 W
Atom 330,2  / 4,1600 MHz,45 nm,N/A,8 W
Atom N270,1  / 2,1600 MHz,45 nm,N/A,3 W
Atom N280,1  / 2,1667 MHz,45 nm,N/A,3 W
Atom Z500,1 ,800 MHz,45 nm,N/A,1 W
Atom Z510,1 ,1100 MHz,45 nm,N/A,2 W
Atom Z520,1  / 2,1334 MHz,45 nm,N/A,2 W
Atom Z530,1  / 2,1600 MHz,45 nm,N/A,2 W
Atom Z540,1  / 2,1867 MHz,45 nm,N/A,2 W
Celeron 445,1 ,1866 MHz,65 nm,N/A,65 W
Celeron 450,1 ,2.2 GHz,65 nm,N/A,35 W
Celeron E1200,2 ,1600 MHz,65 nm,N/A,65 W
Celeron E1400,2 ,2000 MHz,65 nm,N/A,65 W
Celeron E1500,2 ,2.2 GHz,65 nm,N/A,65 W
Core 2 Duo E4700,2 ,2.6 GHz,65 nm,N/A,65 W
Core 2 Duo E7200,2 ,2.533 GHz,45 nm,N/A,65 W
Core 2 Duo E7300,2 ,2.667 GHz,45 nm,N/A,65 W
Core 2 Duo E7400,2 ,2.8 GHz,45 nm,N/A,65 W
Core 2 Duo E8190,2 ,2.667 GHz,45 nm,N/A,65 W
Core 2 Duo E8200,2 ,2.667 GHz,45 nm,N/A,65 W
Core 2 Duo E8300,2 ,2.833 GHz,45 nm,N/A,65 W
Core 2 Duo E8400,2 ,3 GHz,45 nm,N/A,65 W
Core 2 Duo E8500,2 ,3.166 GHz,45 nm,N/A,65 W
Core 2 Duo E8600,2 ,3.333 GHz,45 nm,N/A,65 W
Core 2 Duo P8400,2 ,2.267 GHz,45 nm,N/A,25 W
Core 2 Duo P8600,2 ,2.4 GHz,45 nm,N/A,25 W
Core 2 Duo P8700,2 ,2.533 GHz,45 nm,N/A,25 W
Core 2 Duo P8800,2 ,2.667 GHz,45 nm,N/A,25 W
Core 2 Duo P9500,2 ,2.533 GHz,45 nm,N/A,25 W
Core 2 Duo P9600,2 ,2.667 GHz,45 nm,N/A,25 W
Core 2 Duo T8100,2 ,2.1 GHz,45 nm,N/A,35 W
Core 2 Duo T8300,2 ,2.4 GHz,45 nm,N/A,35 W
Core 2 Duo T9300,2 ,2.5 GHz,45 nm,N/A,35 W
Core 2 Duo T9400,2 ,2.533 GHz,45 nm,N/A,35 W
Core 2 Duo T9500,2 ,2.6 GHz,45 nm,N/A,35 W
Core 2 Duo T9550,2 ,2.667 GHz,45 nm,N/A,35 W
Core 2 Duo T9600,2 ,2.8 GHz,45 nm,N/A,35 W
Core 2 Duo T9800,2 ,2.933 GHz,45 nm,N/A,35 W
Core 2 Duo U7500,2 ,1073 MHz,65 nm,N/A,10 W
Core 2 Duo U7700,2 ,1333 MHz,65 nm,N/A,10 W
Core 2 Extreme QX9300,4 ,2.534 GHz,45 nm,N/A,45 W
Core 2 Extreme QX9770,4 ,3.2 GHz,45 nm,N/A,136 W
Core 2 Extreme QX9775,4 ,3.2 GHz,45 nm,N/A,150 W
Core 2 Extreme X9000,2 ,2.8 GHz,45 nm,N/A,44 W
Core 2 Extreme X9100,2 ,3.067 GHz,45 nm,N/A,44 W
Core 2 Quad Q8200,4 ,2.333 GHz,45 nm,N/A,95 W
Core 2 Quad Q8300,4 ,2.5 GHz,45 nm,N/A,95 W
Core 2 Quad Q9100,4 ,2.267 GHz,45 nm,N/A,45 W
Core 2 Quad Q9300,4 ,2.5 GHz,45 nm,N/A,95 W
Core 2 Quad Q9400,4 ,2.666 GHz,45 nm,N/A,95 W
Core 2 Quad Q9450,4 ,2.666 GHz,45 nm,N/A,95 W
Core 2 Quad Q9550,4 ,2.833 GHz,45 nm,N/A,95 W
Core 2 Quad Q9650,4 ,3 GHz,45 nm,N/A,95 W
Core 2 Solo ULV SU3300,1 ,1200 MHz,45 nm,N/A,5 W
Core i7-920,4  / 8,2.666 to 2.933 GHz,45 nm,8MB,130 W
Core i7-940,4  / 8,2.933 to 3.2 GHz,45 nm,8MB,130 W
Core i7-965,4  / 8,3.2 to 3.466 GHz,45 nm,8MB,130 W
Pentium Dual-Core E2220,2 ,2.4 GHz,65 nm,N/A,65 W
Pentium E5200,2 ,2.5 GHz,45 nm,N/A,65 W
Pentium E5300,2 ,2.6 GHz,45 nm,N/A,65 W
Celeron D 352,1 ,3.2 GHz,65 nm,N/A,84 W
Core 2 Duo E4300,2 ,1800 MHz,65 nm,N/A,65 W
Core 2 Duo E6300,2 ,1866 MHz,65 nm,N/A,65 W
Core 2 Duo E6400,2 ,2.133 GHz,65 nm,N/A,65 W
Core 2 Duo E6600,2 ,2.4 GHz,65 nm,N/A,65 W
Core 2 Duo E6700,2 ,2.667 GHz,65 nm,N/A,65 W
Core 2 Duo T5200,2 ,1600 MHz,65 nm,N/A,35 W
Core 2 Duo T5500,2 ,1667 MHz,65 nm,N/A,35 W
Core 2 Duo T5600,2 ,1833 MHz,65 nm,N/A,35 W
Core 2 Duo T7200,2 ,2000 MHz,65 nm,N/A,35 W
Core 2 Duo T7300,2 ,2000 MHz,65 nm,N/A,35 W
Core 2 Duo T7400,2 ,2.166 GHz,65 nm,N/A,35 W
Core 2 Duo T7600,2 ,2.333 GHz,65 nm,N/A,35 W
Core 2 Duo T7600G,2 ,2.333 GHz,65 nm,N/A,35 W
Core 2 Extreme QX6700,4 ,2.666 GHz,65 nm,N/A,130 W
Core 2 Extreme X6800,2 ,2.933 GHz,65 nm,N/A,75 W
Core Duo LV L2300,2 ,1500 MHz,65 nm,N/A,15 W
Core Duo LV L2400,2 ,1666 MHz,65 nm,N/A,15 W
Core Duo LV L2500,2 ,1833 MHz,65 nm,N/A,15 W
Core Duo T2250,2 ,1733 MHz,65 nm,N/A,31 W
Core Duo T2300,2 ,1660 MHz,65 nm,N/A,31 W
Core Duo T2400,2 ,1826 MHz,65 nm,N/A,31 W
Core Duo T2500,2 ,1992 MHz,65 nm,N/A,31 W
Core Duo T2600,2 ,2.166 GHz,65 nm,N/A,31 W
Core Duo T2700,2 ,2.333 GHz,65 nm,N/A,31 W
Core Duo ULV L2400,2 ,1066 MHz,65 nm,N/A,9 W
Core Duo ULV L2500,2 ,1200 MHz,65 nm,N/A,9 W
Core Solo T1200,1 ,1500 MHz,65 nm,N/A,27 W
Core Solo T1300,1 ,1660 MHz,65 nm,N/A,27 W
Core Solo T1350,1 ,1866 MHz,65 nm,N/A,27 W
Core Solo T1400,1 ,1833 MHz,65 nm,N/A,27 W
Core Solo ULV U1300,1 ,1066 MHz,65 nm,N/A,5 W
Core Solo ULV U1400,1 ,1200 MHz,65 nm,N/A,5 W
Core Solo ULV U1500,1 ,1333 MHz,65 nm,N/A,5 W
Pentium 4 HT 524,1  / 2,3.06 GHz,90 nm,N/A,84 W
Pentium 4 HT 631,1  / 2,3 GHz,65 nm,N/A,86 W
Pentium 4 HT 641,1  / 2,3.2 GHz,65 nm,N/A,86 W
Pentium 4 HT 651,1  / 2,3.4 GHz,65 nm,N/A,86 W
Pentium 4 HT 661,1  / 2,3.6 GHz,65 nm,N/A,86 W
Pentium D 915,2 ,2.8 GHz,65 nm,N/A,95 W
Pentium D 920,2 ,2.8 GHz,65 nm,N/A,130 W
Pentium D 925,2 ,3 GHz,65 nm,N/A,95 W
Pentium D 930,2 ,3 GHz,65 nm,N/A,130 W
Pentium D 940,2 ,3.2 GHz,65 nm,N/A,130 W
Pentium D 945,2 ,3.4 GHz,65 nm,N/A,95 W
Pentium D 950,2 ,3.4 GHz,65 nm,N/A,130 W
Pentium D 955 EE,2  / 4,3.46 GHz,65 nm,N/A,130 W
Pentium D 960,2 ,3.6 GHz,65 nm,N/A,130 W
Pentium D 965 EE,2  / 4,3.73 GHz,65 nm,N/A,130 W
Xeon 5020,2  / 4,2.5 GHz,65 nm,N/A,95 W
Xeon 5030,2  / 4,2.667 GHz,65 nm,N/A,95 W
Xeon 5040,2  / 4,2.83 GHz,65 nm,N/A,95 W
Xeon 5050,2  / 4,3 GHz,65 nm,N/A,95 W
Xeon 5060,2  / 4,3.2 GHz,65 nm,N/A,130 W
Xeon 5063,2  / 4,3.2 GHz,65 nm,N/A,95 W
Xeon 5080,2  / 4,3.73 GHz,65 nm,N/A,130 W
Xeon 5110,2 ,1600 MHz,65 nm,N/A,65 W
Xeon 5120,2 ,1866 MHz,65 nm,N/A,65 W
Xeon 5130,2 ,2000 MHz,65 nm,N/A,65 W
Xeon 5140,2 ,2.333 GHz,65 nm,N/A,65 W
Xeon 5148,2 ,2.333 GHz,65 nm,N/A,40 W
Xeon 5150,2 ,2.666 GHz,65 nm,N/A,65 W
Xeon 5160,2 ,3 GHz,65 nm,N/A,80 W
Xeon 7110M,2  / 4,2.6 GHz,65 nm,4MB,95 W
Xeon 7110N,2  / 4,2.5 GHz,65 nm,4MB,95 W
Xeon 7120M,2  / 4,3 GHz,65 nm,4MB,95 W
Xeon 7120N,2  / 4,3 GHz,65 nm,4MB,95 W
Xeon 7130M,2  / 4,3.2 GHz,65 nm,8MB,150 W
Xeon 7130N,2  / 4,3.166 GHz,65 nm,8MB,150 W
Xeon 7140M,2  / 4,3.4 GHz,65 nm,16MB,150 W
Xeon 7140N,2  / 4,3.333 GHz,65 nm,16MB,150 W
Xeon 7150N,2  / 4,3.5 GHz,65 nm,16MB,150 W
Athlon 64 3200+,1 ,2000 MHz,65 nm,N/A,45 W
Athlon 64 3500+,1 ,2.2 GHz,90 nm,N/A,62 W
Athlon 64 3500+,1 ,2.2 GHz,65 nm,N/A,45 W
Athlon 64 3500+ (F3),1 ,2.2 GHz,90 nm,N/A,59 W
Athlon 64 3500+ EE,1 ,2.2 GHz,90 nm,N/A,35 W
Athlon 64 3800+,1 ,2.4 GHz,65 nm,N/A,45 W
Athlon 64 3800+,1 ,2.4 GHz,90 nm,N/A,62 W
Athlon 64 3800+ (F3),1 ,2.4 GHz,90 nm,N/A,59 W
Athlon 64 4000+,1 ,2.6 GHz,90 nm,N/A,62 W
Athlon 64 4000+ (F3),1 ,2.6 GHz,90 nm,N/A,59 W
Athlon 64 LE-1600,1 ,2.2 GHz,90 nm,N/A,45 W
Athlon 64 LE-1600,1 ,2.2 GHz,90 nm,N/A,45 W
Athlon 64 LE-1620,1 ,2.4 GHz,90 nm,N/A,45 W
Athlon 64 LE-1620,1 ,2.4 GHz,90 nm,N/A,45 W
Athlon 64 LE-1640,1 ,2.6 GHz,90 nm,N/A,45 W
Athlon 64 X2 5000+ BE,2 ,2.6 GHz,65 nm,N/A,65 W
Athlon 64 X2 5000+ EE,2 ,2.6 GHz,90 nm,N/A,65 W
Athlon 64 X2 5200+,2 ,2.7 GHz,65 nm,N/A,65 W
Athlon 64 X2 6000+,2 ,3 GHz,90 nm,N/A,125 W
Athlon 64 X2 6000+,2 ,3.1 GHz,65 nm,N/A,89 W
Athlon 64 X2 6400+ BE,2 ,3.2 GHz,90 nm,N/A,125 W
Athlon X2 BE-2300,2 ,1900 MHz,65 nm,N/A,45 W
Athlon X2 BE-2350,2 ,2.1 GHz,65 nm,N/A,45 W
Athlon X2 BE-2400,2 ,2.3 GHz,65 nm,N/A,45 W
Phenom X4 9500,4 ,2.2 GHz,65 nm,2MB,95 W
Phenom X4 9600,4 ,2.3 GHz,65 nm,2MB,95 W
Phenom X4 9600 BE,4 ,2.3 GHz,65 nm,2MB,95 W
Sempron LE-1100,1 ,1900 MHz,65 nm,N/A,45 W
Sempron LE-1150,1 ,2000 MHz,65 nm,N/A,45 W
Sempron LE-1200,1 ,2.1 GHz,65 nm,N/A,45 W
Sempron LE-1250,1 ,2.2 GHz,65 nm,N/A,45 W
Sempron LE-1300,1 ,2.3 GHz,65 nm,N/A,45 W
Atom D410,1  / 2,1667 MHz,45 nm,N/A,10 W
Atom D425,1  / 2,1834 MHz,45 nm,N/A,10 W
Atom D525,2  / 4,1834 MHz,45 nm,N/A,13 W
Atom E620,1  / 2,600 MHz,45 nm,N/A,3 W
Atom E620T,1  / 2,600 MHz,45 nm,N/A,3 W
Atom E625C,1  / 2,600 MHz,45 nm,N/A,3 W
Atom E625CT,1  / 2,600 MHz,45 nm,N/A,3 W
Atom E640,1  / 2,1000 MHz,45 nm,N/A,3 W
Atom E640T,1  / 2,1000 MHz,45 nm,N/A,3 W
Atom E645C,1  / 2,1000 MHz,45 nm,N/A,4 W
Atom E645CT,1  / 2,1000 MHz,45 nm,N/A,4 W
Atom E660,1  / 2,1300 MHz,45 nm,N/A,3 W
Atom E660T,1  / 2,1300 MHz,45 nm,N/A,3 W
Atom E665C,1  / 2,1300 MHz,45 nm,N/A,4 W
Atom E665CT,1  / 2,1300 MHz,45 nm,N/A,7 W
Atom E680,1  / 2,1600 MHz,45 nm,N/A,4 W
Atom E680T,1  / 2,1600 MHz,45 nm,N/A,4 W
Atom N455,1  / 2,1667 MHz,45 nm,N/A,7 W
Atom N470,1  / 2,1834 MHz,45 nm,N/A,7 W
Atom N475,1  / 2,1834 MHz,45 nm,N/A,7 W
Atom N550,2  / 4,1500 MHz,45 nm,N/A,9 W
Atom Z560,1  / 2,2.133 GHz,45 nm,N/A,2 W
Atom Z600,1 ,1200 MHz,45 nm,N/A,1 W
Atom Z605,1 ,1000 MHz,45 nm,N/A,2 W
Atom Z610,1 ,800 MHz,45 nm,N/A,1 W
Atom Z612,1 ,900 MHz,45 nm,N/A,1 W
Atom Z615,1 ,1600 MHz,45 nm,N/A,2 W
Atom Z620,1 ,900 MHz,45 nm,N/A,1 W
Atom Z625,1 ,1900 MHz,45 nm,N/A,2 W
Aubrey Isle,32  / 128,1200 MHz,45 nm,N/A,300 W
Celeron E3400,2 ,2.6 GHz,45 nm,N/A,65 W
Celeron E3500,2 ,2.7 GHz,45 nm,N/A,65 W
Celeron G1101,2 ,2.266 GHz,32 nm,2MB,73 W
Celeron P1053,1  / 2,1333 MHz,45 nm,2MB,30 W
Core i3-350M,2  / 4,2.267 GHz,32 nm,3MB,35 W
Core i3-370M,2  / 4,2.4 GHz,32 nm,3MB,35 W
Core i3-380M,2  / 4,2.534 GHz,32 nm,3MB,35 W
Core i3-530,2  / 4,2.933 GHz,32 nm,4MB,73 W
Core i3-540,2  / 4,3.066 GHz,32 nm,4MB,73 W
Core i3-550,2  / 4,3.2 GHz,32 nm,4MB,73 W
Core i3-560,2  / 4,3.333 GHz,32 nm,4MB,73 W
Core i5-430M,2  / 4,2.267 to 2.534 GHz,32 nm,3MB,35 W
Core i5-450M,2  / 4,2.4 to 2.666 GHz,32 nm,3MB,35 W
Core i5-460M,2  / 4,2.534 to 2.8 GHz,32 nm,3MB,35 W
Core i5-540M,2  / 4,2.533 to 3.073 GHz,32 nm,3MB,35 W
Core i5-560M,2  / 4,2.667 to 3.2 GHz,32 nm,3MB,35 W
Core i5-580M,2  / 4,2.667 to 3.333 GHz,32 nm,3MB,35 W
core i5-6200u,2  / 4,2.3 to 2.8 GHz,14 nm,3MB,15 W
Core i5-650,2  / 4,3.2 to 3.466 GHz,32 nm,4MB,73 W
Core i5-655K,2  / 4,3.2 to 3.466 GHz,32 nm,4MB,73 W
Core i5-660,2  / 4,3.333 to 3.6 GHz,32 nm,4MB,73 W
Core i5-661,2  / 4,3.333 to 3.6 GHz,32 nm,4MB,87 W
Core i5-670,2  / 4,3.466 to 3.733 GHz,32 nm,4MB,73 W
Core i5-680,2  / 4,3.6 to 3.866 GHz,32 nm,4MB,73 W
Core i5-750s,4 ,2.4 to 3.2 GHz,45 nm,8MB,82 W
Core i5-760,4 ,2.8 to 3.333 GHz,45 nm,8MB,95 W
Core i5-7200u,2  / 4 ,2.5 to 3.1 GHz,14 nm,3MB,15 W
core i7-6500u,2  / 4,2.5 to 3.1 GHz,14 nm,4MB,25 W
Core i7-620M,2  / 4,2.677 to 3.333 GHz,32 nm,4MB,35 W
Core i7-620M,2  / 4,2.677 to 3.333 GHz,32 nm,4MB,35 W
Core i7-640M,2  / 4,2.8 to 3.467 GHz,32 nm,4MB,35 W
Core i7-640M,2  / 4,2.8 to 3.467 GHz,32 nm,4MB,35 W
Core i7-860S,4  / 8,2.533 to 3.466 GHz,45 nm,8MB,82 W
